X,Y,D,e8:ba:70:92:aa:b5,e8:ba:70:92:c4:e1,dc:a5:f4:b8:73:83,e8:ba:70:c2:44:11,e8:ba:70:c2:44:34,e8:ba:70:61:25:52,58:35:d9:aa:c2:44,58:35:d9:aa:d5:e3,e8:ba:70:61:07:01,e8:ba:70:c2:4e:31,dc:a5:f4:b8:73:84,dc:a5:f4:b8:73:80,58:35:d9:aa:19:64,58:35:d9:aa:d5:e0,e8:ba:70:c2:44:33,e8:ba:70:61:07:00,58:35:d9:aa:c2:42,e8:ba:70:9c:c7:33,e8:ba:70:c2:41:90,e8:ba:70:c2:41:95,e8:ba:70:92:aa:b4,e8:ba:70:61:25:55,e8:ba:70:92:b3:24,e8:ba:70:c2:44:32,e8:ba:70:61:25:50,e8:ba:70:c2:44:14,e8:ba:70:c2:44:35,e8:ba:70:92:b3:20,e8:ba:70:92:c4:e0,c4:a8:1d:8d:6f:08,e8:ba:70:c2:41:92,e8:ba:70:c2:44:13,58:35:d9:aa:d5:e5,e8:ba:70:92:aa:b1,e8:ba:70:61:07:02,e8:ba:70:61:25:54,e8:ba:70:61:25:53,e8:ba:70:92:c4:e4,e8:ba:70:c2:44:12,58:35:d9:aa:c2:40,58:35:d9:aa:99:e0,e8:ba:70:92:b3:22,e8:ba:70:92:c4:e3,e8:ba:70:92:b3:23,e8:ba:70:c2:4e:30,58:35:d9:aa:d5:e2,e8:ba:70:c2:4e:33,dc:a5:f4:b8:73:81,58:35:d9:aa:c4:e0,e8:ba:70:c2:41:91,e8:ba:70:61:07:03,e8:ba:70:c2:41:94,e8:ba:70:92:aa:b3,58:35:d9:aa:99:e3,e8:ba:70:9c:c7:32,e8:ba:70:c2:44:31,14:dd:a9:70:cc:60,e8:ba:70:9c:c7:35,e8:ba:70:c2:4e:32,e8:ba:70:92:b3:25,30:f7:72:5c:ed:28,58:35:d9:aa:99:e1,dc:a5:f4:b8:73:82,e8:ba:70:92:aa:b0,58:35:d9:aa:99:e2,e8:ba:70:61:25:51,e8:ba:70:61:07:04,00:26:52:db:01:b0,58:35:d9:aa:99:e5,00:26:5a:41:4e:88,e8:ba:70:c2:44:30,e8:ba:70:c2:44:10,58:35:d9:aa:19:e0,58:35:d9:aa:99:e4,e8:ba:70:c2:4e:34,48:ee:0c:ee:27:e4,e8:ba:70:92:c4:e5,e8:ba:70:9c:c7:31,e8:ba:70:9c:c7:34,e8:ba:70:9c:c7:30,14:dd:a9:70:e7:40,e8:ba:70:92:aa:b2,e8:ba:70:c2:44:15,58:35:d9:aa:d5:e1,e8:ba:70:c2:41:93,e8:ba:70:92:b3:21,dc:a5:f4:b8:73:85,e8:ba:70:c2:4e:35,00:26:5a:41:4e:8a,e8:ba:70:61:07:05,58:35:d9:aa:d5:e4,00:19:5b:1f:fd:30,e8:ba:70:92:c4:e2
12,8,1,0,0,-60,0,0,-66,0,0,-51,-55,-60,-60,0,0,0,-51,0,-60,-74,0,0,-66,0,0,-59,0,0,0,0,0,0,0,0,0,-54,-66,-66,0,0,0,0,0,0,0,-55,0,-56,-60,0,-74,-50,0,0,0,-59,0,0,-60,-55,0,0,0,-60,0,0,-66,-51,0,0,-49,0,0,0,0,-55,0,0,-61,-60,-59,-61,0,0,0,-74,0,-60,-55,0,-51,0,0,0
12,8,2,0,0,-67,0,0,-59,0,0,-53,-61,-60,-60,0,0,0,-53,0,-63,0,0,0,-66,0,0,-61,0,0,0,0,0,0,0,0,0,-53,-60,-61,0,0,0,0,0,0,0,-62,0,-62,-67,0,0,-53,0,0,0,-59,0,0,-63,-62,0,0,0,-60,0,0,-61,-53,0,0,-61,0,0,0,0,-62,0,0,-61,-60,-59,-60,0,0,0,-74,0,-60,-61,0,-53,0,0,0
12,8,3,0,0,-61,0,0,-63,0,0,-53,-65,-57,-61,0,0,0,-52,0,-58,0,0,0,-64,0,0,-63,0,0,0,0,0,0,0,0,0,-53,-63,-63,0,0,0,0,0,0,0,-64,0,-64,-61,0,0,-51,0,0,0,-56,0,0,-58,-65,0,0,0,-61,0,0,-64,-51,0,0,-55,0,0,0,0,-64,0,0,-58,-57,-57,-53,0,0,0,0,0,-60,-64,0,-51,0,0,0
13,8,0,0,0,-61,0,0,-71,0,0,-57,-64,-70,-69,0,0,0,-57,0,-53,0,0,0,-71,0,0,-71,0,-74,0,0,0,0,0,0,0,-57,-71,-72,0,0,0,0,0,0,0,-65,0,-62,-61,0,0,-57,0,0,0,-51,-74,0,-53,-65,0,0,0,-70,0,0,-72,-57,0,0,-63,0,0,0,0,-65,0,0,-51,-53,-51,-57,0,0,0,0,0,-60,-65,0,-57,0,0,0
13,8,1,0,0,-63,0,0,-69,0,0,-55,-59,-63,-63,0,0,0,-54,0,-68,-73,-72,0,-71,0,0,-71,0,0,0,0,0,-74,0,0,0,-54,0,-70,0,0,0,0,0,0,0,-57,0,-59,-63,0,-72,-53,-73,0,0,-69,-74,0,-68,-59,0,0,0,-64,0,0,-71,-54,0,0,-49,0,0,0,0,-59,0,0,-51,-68,-69,-56,0,0,0,-73,0,-63,-58,0,-52,0,0,0
13,8,2,0,0,-63,0,0,-66,0,0,-57,-71,-63,-63,0,0,0,-57,0,-61,-69,-69,0,-66,0,0,-66,0,0,0,0,0,-70,0,0,0,-57,-66,-66,0,0,0,0,0,0,0,-70,0,-71,-63,0,-70,-58,-69,0,0,-61,0,0,-61,-72,0,0,0,-64,0,0,-66,-58,0,0,-64,0,0,0,0,-70,-74,0,-61,-61,-61,-57,0,0,0,-69,0,-66,-70,0,-58,0,0,0
13,8,3,0,0,-62,0,0,-71,0,0,-50,-67,-63,-63,0,0,0,-50,0,-61,0,0,0,-66,0,0,-70,0,0,0,0,0,0,0,0,0,-50,-71,-71,0,0,0,0,0,0,0,-67,0,-67,-61,0,0,-50,0,0,0,-60,0,0,-60,-67,0,0,0,-62,0,0,-72,-49,0,0,-59,0,0,0,0,-67,-74,0,-61,-60,-60,-57,0,0,0,0,0,-63,-67,0,-50,0,0,0
9,9,3,0,0,-66,0,0,-68,0,0,-64,-59,-66,-65,0,0,0,-62,0,-70,0,0,0,-69,0,0,-69,0,0,0,0,0,0,0,0,0,-64,-68,-68,0,0,0,0,0,0,0,-59,0,-59,-65,0,0,-60,0,0,0,-70,-73,0,-70,-59,0,0,0,-65,0,0,-69,-61,0,0,-66,0,0,0,0,-59,0,0,-68,-70,-70,-59,0,0,0,0,0,-65,-59,0,-60,0,0,0
9,9,0,0,0,-63,0,0,-67,0,0,-64,-60,-63,-63,0,0,0,-63,0,-70,0,0,0,-65,0,0,-68,0,-70,0,0,0,0,0,0,0,-64,-67,-66,0,0,0,0,0,0,0,-60,0,-60,-61,0,0,-64,0,0,0,-73,0,0,-70,-60,0,0,0,-61,0,0,-66,-64,0,0,-69,0,0,0,0,-59,0,0,-73,-73,-70,-59,0,0,0,0,0,-63,-59,0,-64,0,0,0
9,9,1,0,0,-63,0,-71,-68,0,0,-64,-59,-63,-62,0,0,-73,-63,0,0,0,0,0,-69,0,-73,-68,0,-73,0,0,0,0,0,0,0,-64,-70,-67,0,0,0,0,0,0,0,-59,0,-59,-63,0,0,-64,-74,0,0,0,-73,0,0,-59,0,-71,0,-63,0,0,-70,-64,0,0,-72,0,0,0,0,-59,0,0,0,-73,-70,-59,0,0,0,0,0,-63,-59,0,-64,0,0,0
9,9,2,0,0,-64,0,0,-67,0,0,-67,-62,-64,-64,0,0,0,-67,0,-73,0,0,0,-67,0,0,-67,0,0,0,0,0,0,0,0,0,-67,-67,-68,0,0,0,0,0,0,0,-62,0,-63,-64,0,0,-67,0,0,0,-74,0,0,-74,-63,0,0,0,-64,0,0,-67,-68,0,0,-72,0,0,0,0,-63,0,0,-73,-74,-73,-58,0,0,0,0,0,-64,-63,0,-67,0,0,0
1,3,0,0,0,-69,0,0,-66,0,-73,-70,0,-69,-69,0,0,0,-70,0,0,0,0,0,-66,0,0,-67,0,0,0,0,0,0,0,0,0,-70,-67,-67,0,0,0,0,0,0,0,0,0,0,-70,0,0,-70,0,0,0,0,0,0,0,0,0,0,0,-55,0,0,-67,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-69,0,0,-71,-74,0,0
1,3,1,0,0,-69,0,0,-72,0,0,0,0,-69,-69,0,0,0,0,0,0,0,0,0,-72,0,0,-72,0,0,0,0,0,0,0,0,0,0,-72,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-69,0,0,0,0,0,0
1,3,2,0,0,-74,0,0,0,0,0,0,0,-69,-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-74,0,0,0,0,0,0
1,3,3,0,0,-68,0,0,-70,0,0,0,0,-69,-69,0,0,0,0,0,0,0,0,0,-70,0,0,-70,0,0,0,0,0,0,0,0,0,0,-70,-70,0,0,0,0,0,0,0,0,0,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-68,0,0,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-69,0,0,0,0,0,0
1,4,0,0,0,-68,0,0,-71,0,0,0,0,0,0,0,0,0,0,0,0,-73,-73,0,-71,0,0,-71,0,0,0,0,0,-72,0,0,0,0,-71,-71,0,0,0,0,0,0,0,0,0,0,-73,0,-73,0,-73,0,0,0,0,0,0,0,0,0,0,-72,0,0,-71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-73,0,0,0,0,0,0,0,0
1,4,1,0,0,-68,0,0,-73,0,0,0,0,-68,-68,0,0,0,0,0,0,-73,0,0,-73,0,0,-72,0,0,0,0,0,-72,0,0,0,0,-73,-73,0,0,0,0,0,0,0,0,0,0,-67,0,-74,0,0,0,0,0,0,0,0,0,0,0,0,-69,0,0,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-69,0,0,0,0,0,0
1,4,2,0,0,-72,0,0,-67,0,0,0,0,-68,-68,0,0,0,0,0,0,0,0,0,-67,0,0,-66,0,0,0,0,0,0,0,0,0,0,-66,-67,0,0,0,0,0,0,0,0,0,0,-73,0,-74,0,0,0,0,0,0,0,0,0,0,0,0,-69,0,0,-67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-73,0,0,0,0,0,0
1,4,3,0,0,0,0,0,0,0,0,0,0,-68,-68,0,0,0,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-69,0,0,0,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-74,0,0,0
1,5,0,0,0,0,0,0,-69,0,0,0,0,-72,0,0,0,0,-74,0,0,-71,-71,0,-69,0,0,-69,0,0,0,0,0,-72,0,0,0,-74,-69,-70,0,0,0,0,0,0,0,0,0,0,-72,0,-71,0,-71,0,0,0,0,0,0,0,0,0,0,-72,0,0,-69,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,-74,0,0,0,-71,0,-72,0,0,-74,0,0,0
1,5,1,0,0,-74,0,0,-64,0,0,0,0,-72,0,0,0,0,0,0,0,-70,-70,0,-63,0,0,-64,0,0,0,0,0,-71,0,0,0,0,-63,-63,0,0,0,0,0,0,0,0,0,0,-73,0,-70,0,-71,0,0,0,0,0,0,0,0,0,0,-73,0,0,-63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-70,0,-72,0,0,0,0,0,0
1,5,2,0,0,0,0,0,-64,0,0,0,0,-72,0,0,0,0,0,0,0,0,0,0,-64,0,0,-64,0,0,0,0,0,0,0,0,0,0,-65,-64,0,0,0,0,0,0,0,0,0,0,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-73,0,0,-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,3,0,0,-68,0,0,-66,0,0,0,0,-68,-68,0,0,0,0,0,0,-68,-68,0,-66,0,0,-66,0,0,0,0,0,-67,0,0,0,0,-66,-66,0,0,0,0,0,0,0,0,0,0,-69,0,-68,0,-67,0,0,0,0,0,0,0,0,0,0,-68,0,0,-66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-67,0,-68,0,0,0,0,0,0
1,6,0,0,0,-73,0,0,-63,0,0,0,0,0,0,0,0,0,0,0,0,-72,-73,0,-63,0,0,-63,0,0,0,0,0,-72,0,0,0,0,-63,-63,0,0,0,0,0,0,0,0,0,0,-73,0,-73,0,-72,0,0,0,0,0,0,0,0,0,0,-74,0,0,-63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-72,0,0,0,0,0,0,0,0
1,6,1,0,0,-73,0,0,-66,0,0,0,0,0,0,0,0,0,0,0,0,-69,-69,0,-66,0,0,-67,0,0,0,0,0,-69,0,0,0,0,-67,-67,0,0,0,0,0,0,0,0,0,0,0,0,-69,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,0,-66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-73,0,0,0,-69,0,0,0,0,0,0,0,0
1,6,2,0,0,0,0,0,-65,0,0,0,0,0,0,0,0,0,0,0,0,-72,-72,0,-65,0,0,-65,0,0,0,0,0,-71,0,0,0,0,-65,-65,0,0,0,0,0,0,0,0,0,0,0,0,-71,0,-71,0,0,0,0,0,0,0,0,0,0,0,0,0,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-72,0,0,0,0,0,0,0,0
1,6,3,0,0,-73,0,0,-63,0,0,0,0,-74,-73,0,0,0,0,0,0,-71,-70,0,-63,0,0,-63,0,0,0,0,0,-71,0,0,0,0,-63,-63,0,0,0,0,0,0,0,0,0,0,-73,0,-71,0,-71,0,0,0,0,0,0,0,0,0,0,-73,0,0,-63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-70,0,-73,0,0,0,0,0,0
1,7,0,0,0,-73,0,0,-51,0,0,0,0,0,-73,0,0,0,0,0,0,-72,-71,0,-51,0,0,-51,0,0,0,0,0,-71,0,0,0,0,-51,-52,0,0,0,0,0,0,0,0,0,0,0,0,-72,0,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71,0,-73,0,0,0,0,0,0
1,7,1,0,0,-73,0,0,-57,0,0,0,0,0,0,0,0,0,0,0,0,-69,-69,0,-57,0,0,-57,0,0,0,0,0,-69,0,0,0,0,-57,-56,0,0,0,0,0,0,0,0,0,0,0,0,-70,0,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-69,0,0,0,0,0,0,0,0
1,7,2,0,0,-73,0,0,-49,0,0,0,0,0,-73,0,0,0,0,0,0,-73,-73,0,-49,0,0,-50,0,0,0,0,0,-71,0,0,0,0,-49,-49,0,0,0,0,0,0,0,0,0,0,0,0,-72,0,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-73,0,0,0,0,0,0,0,0
1,7,3,0,0,0,0,0,-69,0,0,0,0,0,-73,0,0,0,0,0,0,-68,-69,0,-70,0,0,-70,0,0,0,0,0,-69,0,0,0,0,-70,-70,0,0,0,0,0,0,0,0,0,0,0,0,-69,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-69,0,0,0,0,0,0,0,0
1,8,0,0,0,0,0,0,-49,0,0,0,0,0,0,0,0,0,0,0,0,-69,-70,0,-49,0,0,-49,0,0,0,0,0,-70,0,0,0,0,-49,-49,0,0,0,0,0,0,0,0,0,0,0,0,-70,0,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,-48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-70,0,0,0,0,0,0,0,0
1,8,1,0,0,0,0,0,-40,0,0,0,0,0,0,0,0,0,0,0,0,-67,-67,0,-40,0,0,-41,0,0,0,0,0,-67,0,0,0,0,-41,-41,0,0,0,0,0,0,0,0,0,0,0,0,-68,0,-66,0,0,0,0,0,0,0,0,0,0,0,0,0,-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-68,0,0,0,0,0,0,0,0
1,8,2,0,0,0,0,0,-41,0,0,0,0,0,0,0,0,0,0,0,0,-73,-73,0,-41,0,0,-41,0,0,0,0,0,-74,0,0,0,0,-41,-41,0,0,0,0,0,0,0,0,0,0,0,0,-72,0,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-73,0,0,0,0,0,0,0,0
1,8,3,0,0,-74,0,0,-42,0,0,0,0,-74,-74,0,0,0,0,0,0,-71,-71,0,-42,0,0,-43,0,0,0,0,0,-71,0,0,0,0,-42,-43,0,0,0,0,0,0,0,0,0,0,-74,0,-70,0,-70,0,0,0,0,-74,0,0,0,0,0,-74,0,0,-43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-70,0,-74,0,0,0,0,0,0
1,9,0,0,0,0,0,0,-53,0,0,0,0,-74,0,0,0,0,0,0,0,-73,-73,0,-53,0,0,-53,0,0,0,0,0,-74,0,0,0,0,-53,-53,0,0,0,0,0,0,0,0,0,0,-74,0,-73,0,-73,0,0,0,0,0,0,0,0,0,0,-74,0,0,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-73,0,0,0,0,0,0,0,0
1,9,1,0,0,0,0,0,-51,0,0,0,0,-74,0,0,0,0,0,0,0,-70,-69,0,-51,0,0,-51,0,0,0,0,0,-70,0,0,0,0,-51,-51,0,0,0,0,0,0,0,0,0,0,-74,0,-70,0,-69,0,0,0,0,-72,0,0,0,0,0,-74,0,0,-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-69,0,0,0,0,0,0,0,0
1,9,2,0,0,0,0,0,-56,0,0,0,0,0,0,0,0,0,0,0,0,-69,-69,0,-56,0,0,-57,0,0,0,0,0,-70,0,0,0,0,-56,-57,0,0,0,0,0,0,0,0,0,0,-74,0,-69,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,0,-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-69,0,0,0,0,0,0,0,0
1,9,3,0,0,0,0,0,-55,0,0,0,0,0,0,0,0,0,0,0,0,-69,-71,0,-55,0,0,-55,0,0,0,0,0,-71,0,0,0,0,-55,-60,0,0,0,0,0,0,0,0,0,0,0,0,-71,0,-71,0,0,0,0,-64,0,0,0,0,0,0,0,0,-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-72,0,0,0,0,0,0,0,0
1,10,3,0,0,0,0,0,-70,0,0,0,0,0,0,0,0,0,0,0,-73,-73,-74,0,-70,0,0,-70,0,-74,0,0,0,0,0,0,0,0,-70,-67,0,0,0,0,0,0,0,0,0,0,0,0,-74,0,-73,0,0,0,0,-56,-73,0,0,0,0,0,0,0,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-74,0,0,0,0,0,0,0,0
1,10,0,0,0,-73,0,0,-66,0,0,0,0,-73,-73,0,0,0,0,0,0,-73,-72,0,-66,0,0,-66,0,0,0,0,0,-73,0,0,0,0,-66,-66,0,0,0,0,0,0,0,0,0,0,-74,0,-73,0,-73,0,0,0,0,-69,0,0,0,0,0,-73,0,0,-66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-73,0,-72,0,0,0,0,0,0
1,10,1,0,0,-73,0,0,-57,0,0,0,0,-73,-73,0,0,0,0,0,0,-72,-71,0,-56,0,0,-57,0,0,0,0,0,-71,0,0,0,0,-57,-56,0,0,0,0,0,0,0,0,0,0,-74,0,-71,0,-71,0,0,0,0,-65,0,0,0,0,0,-73,0,0,-56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71,0,-72,0,0,0,0,0,0
1,10,2,0,0,-73,0,-71,-59,0,0,0,0,-73,-73,0,0,-72,0,0,0,-72,-71,0,-59,0,-70,-58,0,-71,0,0,0,0,0,0,0,0,-58,-58,0,0,0,0,0,0,0,0,0,0,-74,0,0,0,0,0,0,0,-71,-65,0,0,0,0,0,-73,0,0,-59,0,0,0,0,-71,0,0,0,0,0,0,0,0,0,0,0,0,0,-71,0,-72,0,0,0,0,0,0
2,10,0,0,0,0,0,0,-62,0,0,0,0,0,0,0,0,0,0,0,-72,-73,-73,0,-61,0,0,-61,0,0,0,0,0,-71,0,0,0,0,-61,-61,0,0,0,0,0,0,0,0,0,0,0,0,-72,0,-73,0,0,-69,0,-69,-73,0,0,0,0,0,0,0,-60,0,0,0,0,0,0,0,0,0,0,0,-73,-73,-73,0,0,0,0,-72,0,0,0,0,0,0,0,0
2,10,1,0,0,0,0,0,-57,0,0,0,0,0,0,0,0,0,0,0,0,-68,-68,0,-57,0,0,-57,0,0,0,0,0,-70,0,0,0,0,-57,-57,0,0,0,0,0,0,0,0,0,0,0,0,-68,0,-70,0,0,0,0,-58,0,0,0,0,0,0,0,0,-56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-70,0,0,0,0,0,0,0,0
2,10,2,0,0,0,0,-71,-63,0,0,0,0,0,0,0,0,-70,0,0,0,-72,-72,0,-63,0,-71,-63,0,-71,0,0,0,-72,0,0,0,0,-62,-63,0,0,0,0,0,0,0,0,0,0,0,0,-72,0,-72,0,0,0,-71,-59,0,0,0,0,0,0,0,0,-63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71,0,0,0,0,0,0,0,0
2,10,3,0,0,0,0,0,-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-57,0,-71,-57,0,0,0,0,0,-74,0,0,0,0,-57,-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-70,0,0,0,0,0,0,0,0,-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-74,0,0,0,0,0,0,0,0
3,10,0,0,0,0,0,-72,-60,0,0,0,0,0,0,0,0,-72,0,0,-71,-65,-66,0,-59,0,-71,-59,0,-72,0,0,0,-66,0,0,0,0,-59,-59,0,0,0,0,0,0,0,0,0,0,0,0,-65,0,-66,0,0,-65,-72,-51,-72,0,0,-68,0,0,0,0,-59,0,0,0,0,-72,0,0,0,0,0,0,-70,-65,-65,-74,0,0,0,-65,0,0,0,0,0,0,0,0
3,10,1,0,0,0,0,-74,-59,0,0,0,0,0,0,0,0,-74,0,0,0,-69,-69,0,-59,0,-73,-59,0,-74,0,0,0,-69,0,0,0,0,-59,-59,0,0,0,0,0,0,0,0,0,0,0,0,-69,0,-69,0,0,0,-73,-56,0,0,0,0,0,0,0,0,-60,0,0,0,0,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,-70,0,0,0,0,0,0,0,0
3,10,2,0,0,0,0,-71,-61,0,0,0,0,0,0,0,0,-74,0,0,-74,-73,-73,0,-61,0,-71,-61,0,-74,0,0,0,-73,0,0,0,0,-61,-61,0,0,0,0,0,0,0,0,0,0,0,0,-72,0,-73,0,0,-74,-71,-57,-74,0,0,0,0,0,0,0,-61,0,0,0,0,-74,0,0,0,0,0,0,-74,-73,-73,-73,0,0,0,-73,0,0,0,0,0,0,0,0
3,10,3,0,0,0,0,-74,-61,0,0,0,0,0,0,0,0,-74,0,0,0,-64,-65,0,-62,0,-74,-62,0,-74,0,0,0,-65,0,0,0,0,-61,-62,0,0,0,0,0,0,0,0,0,0,0,0,-65,0,-65,0,0,-74,-71,-53,0,0,0,0,0,0,0,0,-62,0,0,0,0,-74,0,0,0,0,0,0,-74,0,0,-73,0,0,0,-65,0,0,0,0,0,0,0,0
4,10,0,0,0,0,0,0,-60,0,0,0,0,0,0,0,0,0,0,0,0,-66,-66,0,-51,0,0,-51,0,-74,0,0,0,-66,0,0,0,0,-52,-50,0,0,0,0,0,0,0,0,0,0,0,0,-65,0,-66,0,0,-74,-74,-60,0,0,0,-71,0,0,0,0,-52,0,0,0,0,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,-66,0,0,0,0,0,0,0,0
4,10,1,0,0,0,0,0,-55,0,0,0,0,0,0,0,0,0,0,0,-73,-65,-65,0,-55,0,0,-56,0,0,0,0,0,-65,0,0,0,0,-56,-55,0,0,0,0,0,0,0,0,0,0,0,0,-65,0,-65,0,0,-74,0,-59,-73,0,0,-71,0,0,0,0,-55,0,0,0,0,0,0,0,0,0,0,0,-73,-73,0,-73,0,0,0,-69,0,0,0,0,0,0,0,0
4,10,2,0,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,-64,-63,0,-50,0,0,-51,0,0,0,0,0,-64,0,0,0,0,-51,-51,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,-63,0,0,-74,0,-59,0,0,0,0,0,0,0,0,-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65,0,0,0,-64,0,0,0,0,0,0,-72,0
4,10,3,0,0,0,0,0,-56,0,0,0,0,0,0,0,0,0,0,0,-71,-61,-61,0,-55,0,0,-57,0,0,0,0,0,-62,0,0,0,0,-56,-57,0,0,0,0,0,0,0,0,0,0,0,0,-61,0,-61,0,0,-72,0,-66,-71,0,0,0,0,0,0,0,-57,0,0,0,0,0,0,0,0,0,0,0,-72,-71,-71,-72,0,0,0,-60,0,0,0,0,0,0,-74,0
5,10,3,0,0,0,0,-71,-55,0,0,0,0,0,0,0,0,-71,0,0,0,-55,-55,0,-55,0,-71,-55,0,-70,0,0,0,-55,0,0,0,0,-55,-55,0,0,0,0,0,0,0,0,0,0,0,0,-55,0,-55,0,0,0,-71,-65,0,0,0,-73,0,0,0,0,-57,0,0,0,0,-71,0,0,0,0,0,0,0,-73,-74,-72,0,0,0,-55,0,0,0,0,0,0,0,0
5,10,0,0,0,0,0,-64,-62,0,0,0,0,0,0,0,0,-64,0,0,-70,-61,-61,0,-61,0,-63,-59,0,-64,0,0,0,-61,0,0,0,0,-61,-59,0,0,0,0,0,0,0,0,0,0,0,0,-61,0,-61,0,0,0,-64,-71,-71,0,0,0,0,0,0,0,-62,0,0,0,0,-64,0,0,0,0,0,0,0,-71,-71,-68,0,0,0,-61,0,0,0,0,0,0,0,0
5,10,1,0,0,0,0,-69,-59,0,0,0,0,0,0,0,0,-69,0,0,0,-66,-66,0,-59,0,-69,-58,0,-69,0,0,0,-66,0,0,0,0,-59,-59,0,0,0,0,0,0,0,0,0,0,0,0,-66,0,-66,0,0,0,-68,-62,0,0,0,-73,0,0,0,0,-59,0,0,0,0,-69,0,0,0,0,0,0,0,-71,-71,0,0,0,0,-66,0,0,0,0,0,0,-73,0
5,10,2,0,0,0,0,-70,-61,0,0,0,0,0,0,0,0,-70,0,0,0,-60,-60,0,-61,0,-71,-61,0,-70,0,0,0,-60,0,0,0,0,-61,-61,0,0,0,0,0,0,0,0,0,0,0,0,-60,0,-61,0,0,0,-70,-69,0,0,0,-73,0,0,0,0,-60,0,0,0,0,-69,0,0,0,0,0,0,0,0,0,-71,0,0,0,-60,0,0,0,0,0,0,0,0
